1474	MAN2A1
1475	STARD4
1476	EPB41L4A
1477	EPB41L4A-AS1
1478	SRP19
1479	DCP2
1480	CCDC112
1481	TMED7
1482	CTC-505O3.3
1483	CDO1
1484	SEMA6A
1485	LINC00992
1486	TNFAIP8
1487	LOX
1488	SNCAIP
1489	SNX2
1490	SNX24
1491	PPIC
1492	ZNF608
1493	ALDH7A1
1494	LMNB1
1495	SLC12A2
1496	ISOC1
1497	CDC42SE2
1498	CSF2
1499	P4HA2
1500	PDLIM4
1501	SLC22A4
1502	C5orf56
1503	IRF1
1504	TCF7
1505	PPP2CA
1506	CAMLG
1507	C5orf24
1508	TXNDC15
1509	PITX1
1510	H2AFY
1511	CXCL14
1512	LECT2
1513	TGFBI
1514	SPOCK1
1515	KLHL3
1516	KIF20A
1517	EGR1
1518	CTNNA1
1519	SIL1
1520	MZB1
1521	TMEM173
1522	CXXC5
1523	PURA
1524	CYSTM1
1525	PFDN1
1526	HBEGF
1527	SRA1
1528	CD14
1529	IK
1530	HARS
1531	PCDHB3
1532	PCDHB4
1533	PCDHB12
1534	TAF7
1535	PCDHGA5
1536	ARAP3
1537	PCDH12
1538	GNPDA1
1539	SPRY4
1540	DPYSL3
1541	SPINK1
1542	C5orf46
1543	SPINK5
1544	CTC-529P8.1
1545	ABLIM3
1546	AFAP1L1
1547	IL17B
1548	CARMN
1549	RP11-394O4.5
1550	CSF1R
1551	PDGFRB
1552	CD74
1553	NDST1
1554	SYNPO
1555	IRGM
1556	GPX3
1557	CCDC69
1558	SPARC
1559	MRPL22
1560	TIMD4
1561	HAVCR2
1562	ADAM19
1563	CLINT1
1564	RNF145
1565	TTC1
1566	PTTG1
1567	ATP10B
1568	CCNG1
1569	NUDCD2
1570	HMMR
1571	RARS
1572	PANK3
1573	SPDL1
1574	DOCK2
1575	LCP2
1576	GABRP
1577	NPM1
1578	STK10
1579	NEURL1B
1580	RPL26L1
1581	CREBRF
1582	STC2
1583	SFXN1
1584	HRH2
1585	THOC3
1586	NOP16
1587	CLTB
1588	MXD3
1589	LMAN2
1590	GRK6
1591	PDLIM7
1592	DOK3
1593	TMED9
1594	HNRNPAB
1595	ADAMTS2
1596	MAML1
1597	LTC4S
1598	GFPT2
1599	SCGB3A1
1600	FLT4
1601	BTNL9
1602	DUSP22
1603	IRF4
1604	FOXC1
1605	GMDS
1606	SERPINB9
1607	SERPINB6
1608	BPHL
1609	TUBB2A
1610	TUBB2B
1611	PXDC1
1612	LYRM4
1613	NRN1
1614	F13A1
1615	LY86
1616	SSR1
1617	RIOK1
1618	DSP
1619	TXNDC5
1620	EEF1E1
1621	HULC
1622	NEDD9
1623	ADTRP
1624	EDN1
1625	PHACTR1
1626	GFOD1
1627	NOL7
1628	MCUR1
1629	RNF182
1630	CD83
1631	MYLIP
1632	GMPR
1633	FAM8A1
1634	TPMT
1635	RNF144B
1636	ID4
1637	SOX4
1638	DCDC2
1639	GPLD1
1640	ALDH5A1
1641	GMNN
1642	FAM65B
1643	RP11-367G6.3
1644	LRRC16A
1645	SCGN
1646	TRIM38
1647	HIST1H1A
1648	HIST1H4B
1649	HIST1H3B
1650	HIST1H2AB
1651	HIST1H3C
1652	HIST1H1C
1653	HIST1H4C
1654	HIST1H2BC
1655	HIST1H2AC
1656	HIST1H1E
1657	RP1-34B20.21
1658	HIST1H2BF
1659	HIST1H2BG
